Hotel_Name,Hotel_Address,text,lat,lng,emotion,cluster
11 Cadogan Gardens,11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom, So glad we chose 11 Cadogan Gardens for a very quick trip to London The staff were wonderful and nothing was ever too much trouble Very importantly our bed was a true king size and extremely comfortable The bathroom was a tad on the squeezy side but that is England We got used to it and found it charming The location is perfect walking distance to Sloane Square tube station and lots of fantastic restaurants nearby I really couldn t fault it and would highly recommend  No Negative,51.4936161,-0.1592347,neutral,0
INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands, Fantastic bed great shower really quiet for such a central location No Negative,52.3754926,4.8929878,neutral,0
DoubleTree by Hilton London Chelsea,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,No Positive  Hot loud and not very clean room We left after the first night of four The manager was however really understanding and gracious ,51.475172,-0.1870629,neutral,-1
Britannia International Hotel Canary Wharf,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom, The staff who intially served us helped us and gave us an upgrade It was really nice of her as we didn t have a huge amount of money and it was our anniversary We had a room with no window and she upgraded us to a room with a huge window looking over london honestly was the best thing when me and my boyfriend opened those huge curtains   Coffee wasn t great with the breakfast The room got so hot and Aircon was not cold enough,51.5019097,-0.0232208,neutral,0
Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,No Positive  I really didn t like that the hotel kept blocking big amounts on our credit cards and still after three weeks of settling the bill and leaving the blocked amounts are not released yet although the hotel was contacted about this the hotel still holds an amount that is three times the bill,48.2050967,16.3770928,neutral,-1
Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain, Pool   Breakfast was very expensive,41.4072812,2.1443116,neutral,1
Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands, The staff was impeccable The park was very welcoming and the seevice in general very good   bar and restaurant too expensive but good quality,52.3681299,4.8440847,neutral,0
DoubleTree by Hilton London Ealing,2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom, Very nice decor  Very small bathroom,51.511521,-0.290706,neutral,0
The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy, Decent breakfast and friendly staff Also a very distinct interior which I wasn t used to but I grew to like it  The hotel was very busy on the day so check in took quite a while Not sure if it was just that day ,45.4790357,9.199028,neutral,0
NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands, In the centre of Rembrandt s square Music playing happy laughter Our view was special Room serviced each day A welcome courtesy drink in the foyer free to guests perfect to cool down after a day seeing sights   The couch needs loose covers Cleaned it myself after day 2 with baby wipes The loo flush was blocked took several flushes each time used ,52.3657092,4.8966912,neutral,-1
Eurohotel Diagonal Port,Lope de Vega 4 Sant Mart 08005 Barcelona Spain, excellent location friendly staff No Negative,41.4006708,2.2087844,joy,1
The Chesterfield Mayfair,35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom, All the staff were extremely helpful friendly lovely without exception a pleasure to deal with The hotel s location was great for where I needed to be for my meetings my subsequent shopping expedition A lovely little hidden gem in the midst of Mayfair   I had booked a queen size single room as I was travelling alone but found it much smaller than I thought it would be The space between two pieces of furniture was SO tight in parts of the room I kept banging my thigh on the corner of the unit as I tried to get in and out Next time I ll book a double room in the hopes there ll be more space ,51.5076899,-0.1471358,neutral,0
NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands, the location was great staff very kind and attentive   the noise at the rooms that gives to the alley is terrible the windows must be soundproof it s really difficult to sleep ,52.3727067,4.8943658,neutral,0
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom, The gym was good The position was excellent to access London sites   I expected from the booking that the gym would be free,51.4959227,-0.1702917,neutral,0
Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands, Very comfy bed friendly staff glass of bubbly on arrival Good facilities valet parking a big plus in Amsterdam Great hotel in a funky neghborhood check the local area for cool bars wholesome brunches and relaxed dining Good find   If you don t like walking and want to get centruum it s a fair distance The hotel does offer bikes for rent but beware the highways and sidewalks are congested and few locals have patience with bad bikers ,52.3544507,4.8875036,neutral,0
Sofitel London St James,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom, Arrival greeting general ambience and comfortable bed   Room very small for price ,51.5076044,-0.132266,neutral,0
Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain, Location  Dropped our bags in at 9 am and used toilets in the hotel they where filty and no hand driers or tissue to dry your hands there was a girl cleaning them as I left so I never reported it to reception We came back just after 12 to see what time our room would be ready and I used the toilet again and there was still no facilities to dry your hands when I mentioned this to the receptionist she told me they had to get paper towels from another hotel I could not believe it There is no bar or lobby to even sit and relax in while you wait for your room I asked her how they could be rated as a hotel and she made a comment about good lifts and things I don t know what things are because there is nothing else in the hotel A little so called restaurant in the basement beside the filty toilet anyway got to our room lasted about 10 minutes and had to leave smell of smoke in the room was unreal hairs on the bed shower was dirty I couldn t go on and on but I won t We had to leave and book another hotel for the night thank good for booking com So our 1 night in Barcelona cost us the price of 2 hotels and a bit of a nightmare However our 2nd hotel ROYAL Barcelona was lovely ,41.3780983,2.1762005,neutral,1
Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France, The bed was great the room was clean the view was great the staff helpful   For the price the rooms were very small and there was a constant drain smell in the toilet ,48.8548641,2.2923181,neutral,0
Novotel London Waterloo,113 Lambeth Rd Lambeth London SE1 7LS United Kingdom,No Positive  Our room was booked for 3 people but the room was only set for 2 people sofa bed extremely uncomfortable it was not worth the money we Paid There also needs to be more selection for breakfast scrambled egg looked like paste We forgot to bring toothpaste and the hotel could not offer us any I would of thought a hotel and chain this size would have had some kind of kit for guests who are staying with them or at least some kind of vending machines like most hotels have where you can purchase anything you have forgotten,51.4948465,-0.1187481,neutral,0
Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom, The staff were brilliant and couldn t be more helpful The complimentary refreshments in the room were very good   The view from the room was very poor The room had a interconnecting door to the adjacent room and we could hear the conversation of the occupants very clearly ,51.508236,-0.1261963,neutral,0
Catalonia Plaza Catalunya,Bergara 11 Eixample 08002 Barcelona Spain, Loved the location such a lovely woman working in housekeeping on the 5th floor the hole weekend 8 11 des 2016 the spa was great and i will deffinetly use this hotel again After all location location location  No Negative,41.3865289,2.1682919,neutral,1
Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria, The hotel staff were very professional and answered any questions we had The rooms were very comfortable clean and airy The breakfast was delicious and the view from the breakfast room to the Stephan Cathedral was very memorable It is right near and underground station   We were happy with everything about the hotel Some rooms could be noisy because of the activity at Stephansplatz but we loved that aspect ,48.2087646,16.3721138,neutral,0
Corus Hotel Hyde Park,Lancaster Gate Westminster Borough London W2 3LG United Kingdom, Its in an excellent location Breakfast was very very good Aircon performance was quite fine Room size was ok compare to the other hotels in the neighbourhood   Lifts were really awful I had to wait and wait ,51.5119446,-0.179939,neutral,0
Holiday Inn London Stratford City,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,No Positive  Location of room,51.5426054,-0.0072708,joy,0
Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy, We loved the location of the hotel everyone there made our stay enjoyable The front desk was very friendly and helpful As well as the concierge  No Negative,45.4638223,9.1940273,neutral,0
Durrants Hotel,George Street Westminster Borough London W1H 5BJ United Kingdom, excellent location a charming handsome authentic historic building a rare gem the  no complaints,51.5179386,-0.1529794,joy,0
Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands, The friendly staff The modern quiet and comfortable rooms and the nearness to the tram I can not fault it   Nothing ,52.385601,4.8470597,neutral,0
